WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Sunny,0.00,22.00,24.00,38.00,0.00,1014.00,6,10.00,11.00,Design Delays
Light drizzle,100.00,8.00,6.00,95.00,0.30,1009.00,2,2.00,18.00,Supplier Performance
Rain Shower,25.00,26.00,26.00,48.00,0.10,1016.00,6,10.00,17.00,Plant
Overcast,92.00,3.00,0.00,79.00,0.00,1032.00,1,10.00,11.00,Subcontractor Performance
Overcast,100.00,9.00,6.00,87.00,0.00,1004.00,2,10.00,27.00,Subcontractor Interface
Sunny,14.00,1.00,-1.00,74.00,0.00,1022.00,2,10.00,6.00,Covid-19
Sunny,14.00,1.00,-1.00,74.00,0.00,1022.00,2,10.00,6.00,Covid-19
Sunny,34.00,19.00,19.00,72.00,0.00,1015.00,5,10.00,8.00,Planning
Sunny,34.00,19.00,19.00,72.00,0.00,1015.00,5,10.00,8.00,Planning
Sunny,34.00,19.00,19.00,72.00,0.00,1015.00,5,10.00,8.00,Planning
Partly cloudy,32.00,13.00,10.00,65.00,0.00,1018.00,4,10.00,24.00,Design Delays
Shower In Vicinity,50.00,6.00,1.00,52.00,0.00,1010.00,3,10.00,24.00,Delay By Others
Sunny,35.00,18.00,18.00,59.00,0.00,1024.00,5,10.00,13.00,Delay By Others
Sunny,14.00,17.00,17.00,62.00,0.00,1025.00,5,10.00,11.00,Delay By Others
Sunny,0.00,17.00,17.00,39.00,0.00,1031.00,5,10.00,17.00,Design Delays
Partly cloudy,43.00,9.00,6.00,82.00,0.00,1022.00,3,10.00,19.00,Safety
Patchy light drizzle,66.00,12.00,11.00,81.00,0.10,1006.00,3,5.00,8.00,Experience/Competence
Sunny,0.00,13.00,10.00,38.00,0.00,989.00,4,10.00,44.00,Weather
Light drizzle,100.00,10.00,9.00,95.00,0.30,1004.00,3,2.00,11.00,Safety
Cloudy,62.00,9.00,7.00,78.00,0.00,1016.00,2,10.00,14.00,Subcontractor Planning
Patchy rain possible,100.00,12.00,10.00,87.00,0.00,1011.00,3,10.00,22.00,Safety
Partly cloudy,75.00,15.00,14.00,72.00,0.00,1009.00,3,10.00,24.00,Safety
Sunny,0.00,19.00,19.00,32.00,0.00,1027.00,5,10.00,17.00,Plant
Moderate rain at times,59.00,7.00,5.00,86.00,0.90,1018.00,2,9.00,15.00,Supplier Performance
Light Rain,75.00,21.00,21.00,60.00,0.00,1009.00,5,10.00,30.00,Plant
Partly cloudy,56.00,24.00,25.00,44.00,0.00,1008.00,6,10.00,26.00,Plant
Sunny,6.00,12.00,10.00,64.00,0.00,1017.00,4,10.00,17.00,Subcontractor Performance
Partly cloudy,26.00,15.00,15.00,62.00,0.00,1026.00,5,10.00,5.00,Supplier Performance
Sunny,0.00,14.00,15.00,82.00,0.00,1026.00,4,10.00,4.00,Supplier Performance
Partly cloudy,28.00,1.00,-1.00,80.00,0.00,1017.00,2,10.00,7.00,Materials
Overcast,84.00,14.00,12.00,67.00,0.00,1008.00,3,10.00,23.00,Delay By Others
Sunny,8.00,15.00,15.00,58.00,0.00,1026.00,5,10.00,11.00,Planning
Partly cloudy,52.00,6.00,5.00,87.00,0.00,1022.00,3,10.00,6.00,Delay By Others
Partly cloudy,75.00,18.00,18.00,52.00,0.00,1017.00,5,10.00,13.00,Design Delays
Blizzard,100.00,3.00,-3.00,90.00,2.00,980.00,1,1.00,35.00,Delay By Others
Patchy rain possible,80.00,11.00,9.00,79.00,0.00,995.00,3,10.00,14.00,Resource
Light Rain,25.00,9.00,6.00,76.00,0.00,1000.00,2,10.00,24.00,Design Delays
Overcast,97.00,10.00,7.00,80.00,0.00,1018.00,2,10.00,20.00,Design Delays
Partly cloudy,49.00,5.00,2.00,74.00,0.00,1010.00,2,10.00,11.00,Communication
Partly cloudy,50.00,19.00,19.00,68.00,0.00,1031.00,5,10.00,13.00,Plant
Sunny,2.00,23.00,22.00,49.00,0.00,1019.00,6,10.00,10.00,Safety
Sunny,2.00,23.00,22.00,49.00,0.00,1019.00,6,10.00,10.00,Safety
Partly cloudy,25.00,10.00,7.00,82.00,0.00,1020.00,2,10.00,28.00,Design Delays
Overcast,100.00,9.00,6.00,54.00,0.00,1031.00,2,10.00,15.00,Design Delays
Patchy rain possible,87.00,18.00,18.00,66.00,0.10,1011.00,4,9.00,26.00,Weather
Partly cloudy,75.00,13.00,12.00,88.00,0.00,1014.00,3,10.00,13.00,Design Delays
Partly cloudy,75.00,13.00,12.00,88.00,0.00,1014.00,3,10.00,13.00,Design Delays
Sunny,5.00,12.00,11.00,58.00,0.00,1026.00,4,10.00,13.00,Change
Light rain,95.00,8.00,7.00,88.00,0.40,1010.00,2,9.00,7.00,Resource
Light rain,97.00,8.00,7.00,86.00,0.30,1010.00,2,9.00,6.00,Resource
Sunny,4.00,12.00,11.00,63.00,0.00,1032.00,4,10.00,9.00,Materials
Sunny,4.00,12.00,11.00,63.00,0.00,1032.00,4,10.00,9.00,Materials
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Weather
Partly cloudy,75.00,7.00,3.00,87.00,0.00,1008.00,2,10.00,19.00,Design Delays
Sunny,22.00,6.00,3.00,81.00,0.00,1014.00,3,10.00,18.00,Design Delays
Sunny,15.00,8.00,5.00,76.00,0.00,1014.00,3,10.00,19.00,Design Delays
Light drizzle,100.00,9.00,6.00,93.00,0.20,1013.00,2,2.00,14.00,Plant
Light drizzle,100.00,9.00,6.00,93.00,0.20,1013.00,2,2.00,14.00,Plant
Light drizzle,100.00,9.00,6.00,93.00,0.20,1013.00,2,2.00,14.00,Plant
Light rain,100.00,10.00,7.00,80.00,0.70,982.00,3,9.00,26.00,Plant
Sunny,0.00,10.00,10.00,72.00,0.00,1038.00,3,10.00,3.00,Design Delays
Sunny,10.00,21.00,21.00,49.00,0.00,1024.00,6,10.00,6.00,Design Delays
Clear,3.00,7.00,6.00,88.00,0.00,1033.00,1,10.00,7.00,Environmental
Sunny,23.00,10.00,8.00,49.00,0.00,1012.00,4,10.00,21.00,Weather
Sunny,23.00,10.00,8.00,49.00,0.00,1012.00,4,10.00,21.00,Weather
Partly cloudy,65.00,8.00,5.00,76.00,0.00,1003.00,3,10.00,23.00,Weather
Sunny,17.00,7.00,3.00,42.00,0.00,1021.00,3,10.00,20.00,Ground Condition
Sunny,17.00,7.00,3.00,42.00,0.00,1021.00,3,10.00,20.00,Ground Condition
Partly cloudy,28.00,8.00,4.00,37.00,0.00,1021.00,3,10.00,20.00,Ground Condition
Partly cloudy,70.00,12.00,10.00,75.00,0.00,1003.00,4,10.00,14.00,Plant
Partly cloudy,70.00,12.00,10.00,75.00,0.00,1003.00,4,10.00,14.00,Plant
Partly cloudy,70.00,12.00,10.00,75.00,0.00,1003.00,4,10.00,14.00,Plant
Overcast,100.00,3.00,-1.00,68.00,0.00,1004.00,1,10.00,16.00,Subcontractor Planning
Overcast,100.00,3.00,0.00,66.00,0.00,1003.00,1,10.00,16.00,Subcontractor Planning
Heavy snow,100.00,2.00,-2.00,90.00,0.10,1011.00,1,5.00,13.00,Weather
Overcast,97.00,25.00,26.00,43.00,0.00,1025.00,6,10.00,18.00,Design Delays
Cloudy,73.00,7.00,5.00,87.00,0.00,1003.00,2,10.00,10.00,Subcontractor Performance
Patchy rain possible,79.00,8.00,6.00,87.00,0.00,1002.00,2,10.00,11.00,Subcontractor Performance
Overcast,70.00,17.00,17.00,82.00,0.00,1013.00,4,10.00,14.00,Plant
Overcast,82.00,10.00,8.00,66.00,0.00,1028.00,3,10.00,19.00,Delay By Others
Cloudy,64.00,11.00,8.00,85.00,0.00,1021.00,3,10.00,21.00,Subcontractor Performance
Patchy light drizzle,69.00,15.00,14.00,90.00,0.10,1015.00,4,4.00,14.00,Design Delays
Cloudy,55.00,19.00,19.00,55.00,0.00,1024.00,4,10.00,15.00,Delay By Others
Rain,75.00,8.00,5.00,66.00,0.00,1009.00,3,10.00,20.00,Weather
Light rain shower,82.00,15.00,15.00,79.00,0.10,1025.00,3,10.00,10.00,Subcontractor Planning
Light rain shower,81.00,14.00,13.00,88.00,0.20,1025.00,3,10.00,9.00,Subcontractor Planning
Partly cloudy,75.00,9.00,7.00,66.00,0.00,1021.00,3,10.00,20.00,Subcontractor Planning
Partly cloudy,75.00,9.00,7.00,66.00,0.00,1021.00,3,10.00,20.00,Subcontractor Planning
Moderate snow,100.00,3.00,-3.00,88.00,0.10,983.00,1,7.00,33.00,Plant
Moderate snow,100.00,3.00,-3.00,88.00,0.10,983.00,1,7.00,33.00,Plant
Sunny,21.00,5.00,2.00,64.00,0.00,1011.00,2,10.00,13.00,Safety
Overcast,68.00,20.00,20.00,51.00,0.00,1014.00,5,10.00,13.00,Materials
Cloudy,71.00,4.00,0.00,84.00,0.00,1013.00,1,10.00,17.00,Weather
Partly cloudy,65.00,4.00,1.00,81.00,0.00,1014.00,2,10.00,15.00,Planning
Partly cloudy,65.00,4.00,1.00,81.00,0.00,1014.00,2,10.00,15.00,Planning
Patchy light drizzle,58.00,13.00,12.00,73.00,0.30,991.00,3,5.00,13.00,Design Delays
Partly cloudy,46.00,17.00,17.00,71.00,0.00,1014.00,5,10.00,8.00,Subcontractor Performance
Partly cloudy,33.00,3.00,0.00,77.00,0.00,1038.00,2,10.00,9.00,Supplier Performance
Sunny,0.00,0.00,-4.00,73.00,0.00,1009.00,2,10.00,12.00,Supplier Performance
Partly cloudy,30.00,7.00,4.00,82.00,0.00,1011.00,3,10.00,17.00,Weather
Partly cloudy,26.00,15.00,15.00,82.00,0.00,1002.00,5,10.00,14.00,Weather
Partly cloudy,25.00,11.00,9.00,71.00,0.00,1023.00,3,10.00,19.00,Safety
Partly cloudy,63.00,21.00,21.00,58.00,0.00,1016.00,6,10.00,21.00,Subcontractor Performance
Overcast,66.00,3.00,1.00,71.00,0.00,1020.00,1,10.00,12.00,Covid-19
Overcast,66.00,3.00,1.00,71.00,0.00,1020.00,1,10.00,12.00,Covid-19
Overcast,66.00,3.00,1.00,71.00,0.00,1020.00,1,10.00,12.00,Covid-19
Sunny,2.00,9.00,7.00,77.00,0.00,1033.00,3,10.00,9.00,Materials
Sunny,2.00,9.00,7.00,77.00,0.00,1033.00,3,10.00,9.00,Materials
Sunny,5.00,8.00,6.00,77.00,0.00,1034.00,3,10.00,9.00,Materials
Sunny,23.00,8.00,5.00,57.00,0.00,1025.00,3,10.00,22.00,Safety
Sunny,6.00,10.00,6.00,50.00,0.00,1024.00,3,10.00,24.00,Safety
Sunny,0.00,8.00,5.00,42.00,0.00,1026.00,3,10.00,22.00,Safety
Overcast,100.00,11.00,9.00,58.00,0.00,1027.00,4,10.00,19.00,Subcontractor Interface
Sunny,0.00,0.00,-4.00,73.00,0.00,1009.00,2,10.00,13.00,Subcontractor Performance
Cloudy,58.00,21.00,21.00,51.00,0.00,1021.00,5,10.00,15.00,Ground Condition
Overcast,100.00,12.00,10.00,67.00,0.00,1026.00,3,10.00,17.00,Design Delays
Overcast,100.00,12.00,10.00,67.00,0.00,1026.00,3,10.00,17.00,Design Delays
Overcast,84.00,11.00,9.00,63.00,0.00,1028.00,3,10.00,19.00,Design Delays
Partly cloudy,60.00,17.00,17.00,54.00,0.00,1016.00,5,10.00,7.00,Subcontractor Performance
Partly cloudy,62.00,16.00,16.00,57.00,0.00,1017.00,5,10.00,7.00,Subcontractor Performance
Rain,75.00,9.00,4.00,81.00,0.70,991.00,2,5.00,44.00,Environmental
Rain,75.00,9.00,4.00,81.00,0.70,991.00,2,5.00,44.00,Environmental
Partly cloudy,48.00,16.00,16.00,84.00,0.00,1003.00,5,10.00,7.00,Weather
Partly cloudy,48.00,16.00,16.00,84.00,0.00,1003.00,5,10.00,7.00,Weather
Clear,0.00,20.00,20.00,43.00,0.00,1017.00,1,10.00,11.00,Design Delays
Partly cloudy,75.00,19.00,19.00,46.00,0.00,1021.00,4,10.00,7.00,Ground Condition
Patchy rain possible,76.00,8.00,5.00,71.00,0.20,1014.00,2,9.00,27.00,Weather
Partly cloudy,32.00,12.00,12.00,69.00,0.00,1029.00,4,10.00,11.00,Supplier Performance
Overcast,100.00,10.00,8.00,94.00,0.00,1019.00,3,10.00,21.00,Materials
Overcast,100.00,8.00,6.00,88.00,0.00,1031.00,2,10.00,9.00,Experience/Competence
Overcast,100.00,8.00,6.00,88.00,0.00,1031.00,2,10.00,9.00,Experience/Competence
Partly cloudy,25.00,20.00,20.00,46.00,0.00,1019.00,6,10.00,28.00,Safety
Partly cloudy,25.00,18.00,18.00,58.00,0.00,1019.00,5,10.00,8.00,Design Delays
Partly cloudy,41.00,17.00,17.00,75.00,0.00,1014.00,5,10.00,15.00,Plant
Partly cloudy,50.00,18.00,18.00,52.00,0.00,1023.00,6,10.00,20.00,Delay By Others
Overcast,100.00,12.00,8.00,85.00,0.00,988.00,3,10.00,35.00,Resource
Sunny,13.00,7.00,5.00,86.00,0.00,1013.00,3,10.00,12.00,Materials
Partly cloudy,52.00,18.00,18.00,57.00,0.00,1027.00,5,10.00,19.00,Design Delays
Light rain shower,78.00,19.00,19.00,70.00,0.40,1006.00,4,10.00,18.00,Subcontractor Performance
Partly cloudy,75.00,19.00,19.00,52.00,0.10,1024.00,4,10.00,11.00,Materials
Light rain shower,85.00,18.00,18.00,62.00,0.10,1024.00,4,10.00,12.00,Materials
Overcast,91.00,13.00,13.00,71.00,0.00,1021.00,3,10.00,10.00,Subcontractor Planning
Light drizzle,100.00,5.00,1.00,86.00,0.20,1021.00,1,5.00,17.00,Subcontractor Performance
Light drizzle,100.00,9.00,6.00,88.00,0.30,1003.00,2,2.00,28.00,Plant
Light drizzle,100.00,9.00,6.00,88.00,0.30,1003.00,2,2.00,28.00,Plant
Light drizzle,100.00,9.00,6.00,88.00,0.30,1003.00,2,2.00,28.00,Plant
Sunny,1.00,7.00,5.00,57.00,0.00,1038.00,3,10.00,9.00,Supplier Performance
Partly cloudy,50.00,19.00,19.00,68.00,0.10,1001.00,4,10.00,33.00,Weather
Sunny,2.00,4.00,4.00,71.00,0.00,1037.00,2,10.00,1.00,Subcontractor Performance
Sunny,2.00,4.00,4.00,71.00,0.00,1037.00,2,10.00,1.00,Subcontractor Performance
Light rain,100.00,8.00,5.00,87.00,0.90,1019.00,2,9.00,11.00,Safety
Light rain,100.00,8.00,5.00,87.00,0.90,1019.00,2,9.00,11.00,Safety
Light rain,100.00,8.00,5.00,87.00,0.90,1019.00,2,9.00,11.00,Safety
Haze,100.00,5.00,5.00,75.00,0.00,1033.00,3,7.00,2.00,Stakeholder
Haze,100.00,10.00,9.00,87.00,0.00,1018.00,2,7.00,11.00,Subcontractor Performance
"Haze, Drizzle And Rain",100.00,7.00,4.00,93.00,0.40,1022.00,2,5.00,13.00,Safety
Sunny,18.00,2.00,0.00,91.00,0.00,1034.00,2,7.00,6.00,Commercial
Overcast,100.00,3.00,-1.00,99.00,0.00,994.00,1,10.00,14.00,Subcontractor Performance
Partly cloudy,25.00,13.00,11.00,72.00,0.00,1020.00,4,10.00,24.00,Weather
Partly cloudy,75.00,6.00,3.00,65.00,0.00,1026.00,3,10.00,22.00,Experience/Competence
Partly cloudy,75.00,6.00,3.00,65.00,0.00,1026.00,3,10.00,22.00,Experience/Competence
Partly cloudy,61.00,10.00,8.00,78.00,0.00,1021.00,4,10.00,22.00,Engineering
Overcast,100.00,5.00,-1.00,63.00,0.00,1006.00,2,10.00,43.00,Weather
Overcast,94.00,3.00,1.00,77.00,0.00,1032.00,1,10.00,9.00,Subcontractor Performance
Overcast,82.00,21.00,21.00,57.00,0.00,1015.00,5,10.00,21.00,Weather
Overcast,100.00,22.00,22.00,56.00,0.00,1015.00,5,10.00,22.00,Weather
Patchy rain possible,100.00,14.00,13.00,84.00,0.00,1016.00,3,10.00,8.00,Design Delays
Sunny,12.00,25.00,25.00,30.00,0.00,1021.00,6,10.00,17.00,Design Delays
Light snow,100.00,2.00,-2.00,79.00,0.00,1001.00,1,10.00,13.00,Safety
Partly cloudy,46.00,27.00,27.00,36.00,0.00,1009.00,7,10.00,13.00,Materials
Sunny,5.00,17.00,17.00,50.00,0.00,1031.00,5,10.00,12.00,Subcontractor Interface
Partly cloudy,63.00,8.00,5.00,79.00,0.00,1015.00,3,10.00,14.00,Delay By Others
Partly cloudy,63.00,8.00,5.00,79.00,0.00,1015.00,3,10.00,14.00,Delay By Others
Sunny,23.00,8.00,5.00,71.00,0.00,1014.00,3,10.00,18.00,Ground Condition
Patchy rain possible,95.00,12.00,9.00,79.00,0.10,989.00,3,10.00,35.00,Weather
Partly cloudy,59.00,9.00,7.00,54.00,0.00,1002.00,3,10.00,12.00,Subcontractor Performance
Patchy rain possible,75.00,12.00,10.00,67.00,0.00,1003.00,3,10.00,19.00,Resource
Patchy rain possible,75.00,12.00,10.00,67.00,0.00,1003.00,3,10.00,19.00,Resource
Overcast,93.00,16.00,16.00,81.00,0.00,1022.00,4,10.00,9.00,Materials
Overcast,90.00,15.00,15.00,82.00,0.00,1022.00,4,10.00,8.00,Materials
Partly cloudy,25.00,9.00,7.00,53.00,0.00,1016.00,3,10.00,17.00,Ground Condition
Overcast,100.00,13.00,10.00,90.00,0.00,1003.00,3,10.00,22.00,Weather
Sunny,10.00,9.00,7.00,74.00,0.00,999.00,3,10.00,13.00,Environmental
Sunny,10.00,9.00,7.00,74.00,0.00,999.00,3,10.00,13.00,Environmental
Patchy rain possible,100.00,12.00,9.00,90.00,0.10,991.00,3,10.00,32.00,Weather
Cloudy,86.00,15.00,14.00,66.00,0.00,1026.00,3,10.00,10.00,Engineering
Cloudy,70.00,12.00,11.00,81.00,0.00,1015.00,3,10.00,12.00,Subcontractor Planning
Partly cloudy,57.00,11.00,10.00,86.00,0.00,1014.00,4,10.00,12.00,Subcontractor Planning
Partly cloudy,57.00,11.00,10.00,86.00,0.00,1014.00,4,10.00,12.00,Subcontractor Planning
Overcast,100.00,12.00,10.00,87.00,0.00,1013.00,3,10.00,31.00,Materials
Light rain,100.00,13.00,10.00,87.00,0.30,1013.00,3,9.00,30.00,Materials
Sunny,30.00,20.00,20.00,70.00,0.00,1015.00,6,10.00,15.00,Subcontractor Planning
Sunny,30.00,20.00,20.00,70.00,0.00,1015.00,6,10.00,15.00,Subcontractor Planning
Partly cloudy,75.00,20.00,20.00,68.00,0.00,1014.00,5,10.00,22.00,Subcontractor Planning
Overcast,77.00,13.00,12.00,78.00,0.00,1007.00,3,10.00,12.00,Ground Condition
Light sleet showers,100.00,5.00,0.00,70.00,0.20,1009.00,1,10.00,29.00,Weather
Light rain,100.00,7.00,2.00,76.00,0.40,1010.00,2,9.00,27.00,Subcontractor Performance
Overcast,87.00,22.00,22.00,40.00,0.00,1018.00,5,10.00,9.00,Ground Condition
Cloudy,78.00,13.00,10.00,69.00,0.00,988.00,3,10.00,37.00,Design Delays
Partly cloudy,58.00,16.00,16.00,85.00,0.00,1006.00,5,10.00,10.00,Safety
Sunny,39.00,22.00,22.00,74.00,0.00,1014.00,6,10.00,15.00,Weather
Sunny,24.00,22.00,22.00,73.00,0.00,1014.00,6,10.00,15.00,Subcontractor Performance
Partly cloudy,55.00,3.00,-2.00,84.00,0.00,1007.00,2,8.00,24.00,Weather
Cloudy,88.00,5.00,3.00,62.00,0.00,1000.00,2,10.00,10.00,Plant
Overcast,70.00,17.00,17.00,82.00,0.00,1013.00,4,10.00,14.00,Plant
Partly cloudy,32.00,3.00,1.00,82.00,0.00,1023.00,2,10.00,10.00,Delay By Others
Overcast,100.00,13.00,13.00,92.00,0.00,1018.00,3,10.00,7.00,Safety
Patchy rain possible,100.00,12.00,8.00,82.00,0.00,994.00,3,10.00,39.00,Weather
Light rain shower,100.00,11.00,9.00,75.00,1.10,1012.00,3,10.00,17.00,Plant
Light rain shower,98.00,10.00,8.00,80.00,0.20,1013.00,2,10.00,16.00,Plant
Sunny,1.00,0.00,-4.00,75.00,0.00,1010.00,2,10.00,13.00,Plant
Sunny,0.00,26.00,26.00,32.00,0.00,1018.00,7,10.00,4.00,Delay By Others
Overcast,100.00,12.00,10.00,86.00,0.00,1006.00,3,7.00,20.00,Ground Condition
Sunny,14.00,10.00,9.00,66.00,0.00,1032.00,4,10.00,8.00,Delay By Others
Overcast,84.00,9.00,7.00,92.00,0.00,1017.00,2,10.00,12.00,Plant
Partly cloudy,62.00,13.00,11.00,75.00,0.00,998.00,4,10.00,26.00,Subcontractor Interface
Sunny,0.00,19.00,19.00,37.00,0.00,1027.00,5,10.00,17.00,Supplier Performance
Sunny,0.00,19.00,19.00,37.00,0.00,1027.00,5,10.00,17.00,Supplier Performance
Overcast,100.00,5.00,2.00,86.00,0.00,1025.00,1,10.00,10.00,Document Control
Overcast,100.00,5.00,2.00,86.00,0.00,1025.00,1,10.00,10.00,Document Control
Overcast,100.00,5.00,2.00,86.00,0.00,1025.00,1,10.00,10.00,Document Control
Light rain shower,81.00,16.00,16.00,87.00,0.10,1006.00,4,10.00,17.00,Design Delays
Light rain shower,81.00,16.00,16.00,87.00,0.10,1006.00,4,10.00,17.00,Design Delays
Sunny,12.00,8.00,5.00,59.00,0.00,1036.00,3,10.00,15.00,Safety
Patchy rain possible,73.00,17.00,17.00,78.00,0.30,989.00,4,9.00,23.00,Weather
Patchy rain possible,73.00,17.00,17.00,78.00,0.30,989.00,4,9.00,23.00,Weather
Cloudy,70.00,11.00,9.00,88.00,0.00,1017.00,3,10.00,13.00,Weather
Light snow,89.00,2.00,-3.00,75.00,0.00,1001.00,1,10.00,15.00,Design Delays
Light snow,89.00,2.00,-3.00,75.00,0.00,1001.00,1,10.00,15.00,Design Delays
Sunny,24.00,2.00,1.00,86.00,0.00,1028.00,2,10.00,5.00,Delay By Others
Sunny,24.00,2.00,1.00,86.00,0.00,1028.00,2,10.00,5.00,Delay By Others
Overcast,100.00,2.00,-2.00,78.00,0.00,997.00,1,10.00,13.00,Supplier Performance
Overcast,71.00,0.00,-2.00,76.00,0.00,1022.00,1,10.00,5.00,Weather
Sunny,10.00,8.00,6.00,80.00,0.00,1000.00,3,10.00,14.00,Subcontractor Performance
Sunny,10.00,16.00,16.00,50.00,0.00,1026.00,5,10.00,10.00,Subcontractor Performance
Sunny,9.00,3.00,1.00,71.00,0.00,1028.00,2,10.00,10.00,Plant
Light rain shower,73.00,15.00,14.00,61.00,0.30,1014.00,4,10.00,17.00,Weather
Partly cloudy,32.00,4.00,0.00,69.00,0.00,1022.00,2,10.00,23.00,Planning
Sunny,0.00,16.00,16.00,49.00,0.00,1020.00,5,10.00,14.00,Delay By Others
Sunny,11.00,16.00,16.00,46.00,0.00,1030.00,5,10.00,15.00,Supplier Performance
Partly cloudy,19.00,15.00,14.00,51.00,0.00,1030.00,5,10.00,16.00,Supplier Performance
Overcast,100.00,7.00,5.00,78.00,0.00,1024.00,2,10.00,11.00,Subcontractor Performance
Cloudy,86.00,21.00,21.00,60.00,0.00,1027.00,5,10.00,14.00,Delay By Others
Cloudy,87.00,22.00,22.00,57.00,0.00,1027.00,5,10.00,15.00,Delay By Others
Partly cloudy,31.00,19.00,19.00,65.00,0.00,1014.00,5,10.00,19.00,Subcontractor Performance
Light rain,100.00,10.00,9.00,92.00,0.20,1016.00,3,9.00,9.00,Safety
Heavy snow,97.00,3.00,-3.00,84.00,0.40,998.00,1,2.00,27.00,Plant
Light Drizzle And Rain,75.00,4.00,0.00,93.00,0.90,1000.00,1,10.00,19.00,Plant
Light Drizzle And Rain,75.00,4.00,0.00,93.00,0.90,1000.00,1,10.00,19.00,Plant
Light drizzle,100.00,8.00,5.00,96.00,0.10,1028.00,2,2.00,15.00,Supplier Performance
Overcast,100.00,25.00,26.00,51.00,0.00,1013.00,6,10.00,20.00,Design Delays
Overcast,100.00,12.00,10.00,64.00,0.00,1019.00,3,10.00,16.00,Safety
"Light Rain, Rain",50.00,9.00,6.00,87.00,0.00,1005.00,1,10.00,26.00,Weather
Light rain shower,100.00,14.00,12.00,82.00,0.10,1006.00,3,7.00,27.00,Stakeholder
Sunny,1.00,0.00,-2.00,83.00,0.00,1037.00,2,10.00,5.00,Engineering
Light rain shower,56.00,12.00,10.00,74.00,0.10,1007.00,3,10.00,14.00,Materials
Overcast,81.00,14.00,13.00,85.00,0.00,1016.00,3,10.00,13.00,Resource
Partly cloudy,27.00,6.00,4.00,64.00,0.00,1031.00,3,10.00,7.00,Delay By Others
Partly cloudy,27.00,6.00,4.00,64.00,0.00,1031.00,3,10.00,7.00,Delay By Others
Partly cloudy,75.00,18.00,18.00,52.00,0.10,1022.00,4,10.00,7.00,Materials
Light rain shower,74.00,17.00,17.00,82.00,0.30,1004.00,4,10.00,13.00,Subcontractor Performance
Overcast,77.00,13.00,12.00,78.00,0.00,1007.00,3,10.00,12.00,Delay By Others
Light rain,97.00,8.00,7.00,86.00,0.30,1010.00,2,9.00,6.00,Resource
Overcast,98.00,8.00,7.00,85.00,0.00,1010.00,2,10.00,6.00,Resource
Partly cloudy,64.00,8.00,6.00,83.00,0.00,1041.00,3,10.00,8.00,Delay By Others
Overcast,100.00,12.00,9.00,88.00,0.60,995.00,3,10.00,26.00,Weather
Patchy light rain,80.00,12.00,10.00,89.00,0.10,1002.00,3,9.00,17.00,Weather
Overcast,90.00,12.00,10.00,88.00,0.00,1002.00,3,10.00,19.00,Weather
Overcast,90.00,12.00,10.00,88.00,0.00,1002.00,3,10.00,19.00,Weather
Overcast,90.00,12.00,10.00,88.00,0.00,1002.00,3,10.00,19.00,Weather
Overcast,100.00,19.00,19.00,69.00,0.00,1014.00,4,10.00,22.00,Subcontractor Performance
Overcast,100.00,8.00,5.00,66.00,0.00,1019.00,2,10.00,26.00,Supplier Performance
Partly cloudy,50.00,21.00,21.00,78.00,0.00,1017.00,6,10.00,13.00,Subcontractor Performance
Patchy rain possible,81.00,18.00,18.00,77.00,0.00,1015.00,4,10.00,9.00,Subcontractor Performance
Partly cloudy,50.00,21.00,21.00,78.00,0.00,1017.00,6,10.00,13.00,Subcontractor Performance
Sunny,18.00,29.00,29.00,35.00,0.00,1001.00,7,10.00,12.00,Plant
Patchy light drizzle,91.00,11.00,7.00,66.00,0.10,993.00,3,7.00,46.00,Weather
Sunny,0.00,8.00,8.00,71.00,0.00,1040.00,4,10.00,7.00,Subcontractor Planning
Sunny,3.00,9.00,9.00,71.00,0.00,1040.00,3,10.00,2.00,Subcontractor Planning
Sunny,3.00,9.00,9.00,71.00,0.00,1040.00,3,10.00,2.00,Subcontractor Planning
Cloudy,69.00,16.00,16.00,62.00,0.00,1019.00,4,10.00,9.00,Delay By Company
Overcast,100.00,3.00,1.00,76.00,0.00,1031.00,1,10.00,6.00,Subcontractor Performance
Patchy rain possible,100.00,4.00,0.00,88.00,0.00,1027.00,1,10.00,18.00,Plant
Patchy rain possible,71.00,10.00,7.00,48.00,0.00,998.00,2,10.00,18.00,Weather
Overcast,100.00,7.00,7.00,76.00,0.00,1019.00,2,10.00,2.00,Subcontractor Interface
Partly cloudy,31.00,7.00,2.00,52.00,0.00,1012.00,3,10.00,30.00,Change
Sunny,2.00,23.00,25.00,50.00,0.00,1020.00,6,10.00,19.00,Materials
Sunny,3.00,5.00,4.00,84.00,0.00,1039.00,2,10.00,3.00,Safety
Sunny,2.00,7.00,7.00,78.00,0.00,1039.00,3,10.00,3.00,Safety
Patchy rain possible,91.00,12.00,9.00,88.00,0.00,994.00,3,9.00,26.00,Change
Patchy rain possible,91.00,12.00,9.00,88.00,0.00,994.00,3,9.00,26.00,Change
Overcast,63.00,16.00,16.00,73.00,0.00,1015.00,4,10.00,16.00,Weather
Moderate rain,89.00,19.00,19.00,93.00,2.30,1016.00,4,7.00,5.00,Delay By Others
Overcast,100.00,10.00,9.00,78.00,0.00,1007.00,2,10.00,8.00,Ground Condition
