text,label
Great engagement from the teams for the coffee morning - if still wanting to donate use the QR Code on SOS briefing,Good Practice
Tractor driver had not completed his highways common induction,Hazard
Water was low in the sink in the cabin,Good Practice
Heras panel fence put up to segregate archaeology excavation and pedestrians,Good Practice
Veg clearance in Jarwen,Good Practice
Dust affecting work in Crown,Hazard
Weather looking more positive for the rest of the week to make up time,Good Practice
Poor ground conditions in Crown and Jarwen due to heavy rain,Hazard
"Generator on plant nappy which is sodden, needs to be replaced",Hazard
Generator to only be refuelled away from nearby water course ,Hazard
There appears to be some sort of fungal or mushroom substance at the top of the rain pipe in the toilet.,Hazard
"Abusive member of the public handed a nitrous oxide cartridge to site security and asked that we not throw our rubbish in the hedgerow - security assured that it was not ours, man said he did not care using expletives ",Hazard
No designated smoking area at the Headland compound,Hazard
Good demarked areas segregating plant from pedestrian walkways ,Good Practice
WJ moved their material that will be collected to the concrete pad to avoid the lorries driving along the wet track mats ,Good Practice
A topsoil bund has been put in place at Sherwood to act as a barrier and  stop cars going into the archaeological dig area,Good Practice
Conrad said he would put in a fence to create a path so we could get site site safely,Good Practice
All First Response FM security officers have read and signed up to new site RAMS and tool box talk,Good Practice
Area was not CAT scanned before being taken to the archaeological level,Hazard
WJ moved all their materials that will be collected to the concrete pad to avoid the lorries driving along the track mats.,Good Practice
Track mats wet and slippery at siggers from the wet weather,Hazard
Site vehicle driving in Siggers Archaeology site,Hazard
Site footpath ,Good Practice
Slipped on spoil next to the access to site and hit my arm on the post,Hazard
Sherwoods farmer causing lots of dust from driving up and down track in tractor,Hazard
FLS asked Sherwood farmer to slow down as he was driving the tractor too fast and throwing up dust,Good Practice
Work has been stopped at Siggers backfill area due to weather conditions,Good Practice
People speeding through site and the compound,Hazard
Good quality welfare facilities available with correct facilities,Good Practice
Farmer used access to site 30 and drove at speed along the boundary of excavation where people were working in close proximity to where he drove the machinery. ,Hazard
Siggers access gate damaged by intruders during the night ,Hazard
Thomas (WJ supervisor) very good with getting information across and keeping costain supervision up to date of their works.,Good Practice
Ground conditions have largely improved from last week,Good Practice
Carl on the gate policing the speed limit on site very well,Good Practice
Check on first aid kit in welfare of area 16 - no nitrile gloves inside kit.,Hazard
No first aid kit in welfare unit located at 11b,Hazard
Petrol can and funnel left on ground with no split mat or plant nappy,Hazard
Three shires plant nappies don’t have liners,Hazard
3 times today i have seen people on their phones in areas they shouldnt be. Elaine challenged the first and i the other 2.  2 were regular office staff and one a driver. each were advised/reminded of the rules and they moved to phone area. ,Hazard
Area 28a all prepared for work on 02/10,Good Practice
Operative seen speeding on site,Hazard
Great engagement from the teams for the coffee morning - if still wanting to donate use the QR Code on SOS briefing,Good Practice
"Beth described how field plans, locations of finds and potentially significant features are recorded digitally and can be referred to on hand-held tablets in the field. Again, reduces wasteful printing and is significantly more robust than paper",Good Practice
Area 28b all prepared for when Headland begin works,Good Practice
Good briefing to explain the benefits of  observation reporting ,Good Practice
Due to drier weather conditions most fields are now easier to move across ,Good Practice
Conditions too wet to operate machines,Good Practice
"Subcontractor not signing out instead, they are phone in security to sign out",Hazard
Women's toilet door obstruction access,Hazard
Office kitchen tap has been replaced,Good Practice
Fls from 3sl seen walking down service road and not using path way.,Hazard
Good gs6 in place at whetmead nature reserve with clearly defined routes,Good Practice
Set out of welfare areas is of great quality.,Good Practice
Do not use mobile phones while driving whether on site or in the compound,Hazard
